Magnitud,id_event,Location,detect_seismO,detect_das,clipped
1.54,  uw61869672,39.76496745,,FALSE,FALSE
1.42,   uw61876666,53.52282185,,FALSE,FALSE
1.41,  uw61876641,53.52052709,,FALSE,FALSE
1.53,  uw61876256,81.47766987,,FALSE,FALSE
1.51,   uw61864637,71.75031922,,norecord,FALSE
1.4,  uw61864627,12.88315203,,norecord,FALSE
1.67,  uw61862727,40.86890657,,FALSE,FALSE
1.64, uw61862117,69.57030277,,FALSE,FALSE
1.58,  uw61859622,98.30513579,,FALSE,FALSE
1.44,  uw61867701,38.80406109,,FALSE,FALSE
1.55,  uw61866706,95.98508695,,FALSE,FALSE
1.53,   uw61856622,54.5978968,,FALSE,FALSE
1.44,   uw61856282,53.15062159,,FALSE,FALSE
1.47,   uw61863401,44.53315279,,FALSE,FALSE
1.66,   uw61862886,94.04445785,,FALSE,FALSE
1.53,   uw61862591,78.07161508,,FALSE,FALSE
1.53,    uw61851377,34.63666963,,norecord,FALSE
1.49,  uw61850647,97.24062322,,norecord,FALSE
1.47,   uw61849787,97.43546242,,norecord,FALSE
1.67,   uw61847987,62.48267342,,norecord,FALSE
1.52,uw61845207,43.0601934,,norecord,FALSE
1.46,  uw61844597,24.56442891,,norecord,FALSE
1.49,   uw61844542,98.55248538,,norecord,FALSE
1.52,  uw61851361,77.95962872,,norecord,FALSE
1.48,   uw61850276,40.51048511,,norecord,FALSE
1.56,  uw61848411,59.6887637,,norecord,FALSE
1.45,   uw61848076,79.6266213,,norecord,FALSE
1.43,  uw61847381,14.85860703,,FALSE,FALSE
1.68,   uw61837027,10.88078387,,FALSE,FALSE
1.64, uw61836327,58.93675711,,norecord,FALSE
1.44,   uw61835747,47.45461748,,norecord,FALSE
1.63,   uw61833832,41.84752095,,FALSE,FALSE
1.53,uw61832142,78.49594389,,FALSE,FALSE
1.59,  uw61831817,44.93901349,,,FALSE
1.42,  uw61829667,98.39738764,,norecord,FALSE
1.52,   uw61834436,100.6198541,,norecord,FALSE
1.46,  uw61833821,29.77322525,,norecord,FALSE
1.46,   uw61833671,98.753179,,norecord,FALSE
1.63,    uw61824027,17.99638035,,FALSE,FALSE
1.62,   uw61823317,98.58724172,,FALSE,FALSE
1.48,   uw61830741,27.27102425,,norecord,FALSE
1.66,  uw61820377,35.58489136,,FALSE,FALSE
1.41,  uw61826886,72.85364782,,FALSE,FALSE
1.52,   uw61817092,30.69826935,,FALSE,FALSE
1.7,uw61901366,131.8897944,,FALSE,FALSE
1.9,uw61901281,21.52825029,,TRUE,FALSE
1.7, uw61901221,15.59190368,,TRUE,FALSE
1.87,   uw61899186,25.0094501,,TRUE,FALSE
1.8,  uw61898701,124.9155736,,FALSE,FALSE
1.75,   uw61897976,36.76749538,,FALSE,FALSE
1.95,  uw61896996,176.5021743,,FALSE,FALSE
1.76,    uw61886532,145.2085612,,FALSE,FALSE
1.7, uw61885787,105.8264607,,FALSE,FALSE
1.93,  uw61893896,112.9119209,,FALSE,FALSE
1.73,   uw61881742,85.05135264,,FALSE,FALSE
1.73,  uw61890241,19.29161012,,TRUE,FALSE
1.74,  uw61889281,149.5543576,,FALSE,FALSE
1.82, uw61888846,17.30597007,,TRUE,FALSE
1.75,   uw61878742,28.92673874,,TRUE,FALSE
1.92,    uw61878217,98.90618045,,FALSE,FALSE
1.9,  uw61877107,30.89706558,,norecord,FALSE
1.84,  uw61884286,31.67518175,,FALSE,FALSE
1.82,   uw61874612,102.0852149,,FALSE,FALSE
1.83, uw61879156,9.877955053,,FALSE,FALSE
1.9,  uw61869802,38.89569202,,FALSE,FALSE
1.85,   uw61869502,163.3339091,,FALSE,FALSE
1.74,   uw61862632,162.4684164,,FALSE,FALSE
1.88,   uw61861622,91.99946791,,FALSE,FALSE
1.97,  uw61859497,145.1159656,,FALSE,FALSE
1.75,  uw61868371,27.55107432,,FALSE,FALSE
1.83,   uw61868246,162.2379489,,FALSE,FALSE
1.98,   uw61867726,119.1740392,,FALSE,FALSE
1.98,  uw61862841,80.07435398,,FALSE,FALSE
1.98,   uw61862101,123.4468652,,FALSE,FALSE
1.76,uw61852977,132.8810758,,FALSE,FALSE
1.89,   uw61851232,147.4888779,,norecord,FALSE
1.86,   uw61847807,37.58268088,,norecord,FALSE
1.72,   uw61845982,136.1973065,,norecord,FALSE
1.92,   uw61850536,23.91365301,,norecord,FALSE
1.8,  uw61850516,152.1617983,,norecord,FALSE
1.72,   uw61837182,170.7816735,,FALSE,FALSE
1.77,  uw61842061,12.55362759,,FALSE,FALSE
1.75,  uw61832102,78.55405977,,FALSE,FALSE
1.92,   uw61832047,99.07566481,,FALSE,FALSE
1.8,   uw61831742,38.08277923,,FALSE,FALSE
1.81,   uw61828417,112.8254647,,norecord,FALSE
1.97,   uw61834496,38.09930823,,norecord,FALSE
1.99,   uw61822352,158.9691886,,norecord,FALSE
1.89,  uw61830496,45.25576743,,norecord,FALSE
1.9,   uw61819432,85.97703557,,FALSE,FALSE
1.7,  uw61827001,118.0742206,,FALSE,FALSE
1.74,    uw61817307,113.5529052,,FALSE,FALSE
1.85, uw61816742,77.31455718,,FALSE,FALSE
1.93,    uw61815647,52.16873289,,FALSE,FALSE
1.87,  uw61814957,138.2858879,,norecord,FALSE
2.36,uw61898746,122.8289414,,FALSE,FALSE
2.27,   uw61897961,24.36238465,,TRUE,FALSE
2.07,   uw61897196,156.3214902,,norecord,FALSE
2.01,  uw61897176,278.2508935,,FALSE,FALSE
2.05,  uw61896521,243.9456121,,FALSE,FALSE
2.16, uw61896076,161.0726382,,norecord,FALSE
2.12, uw61886652,97.90895483,,TRUE,FALSE
2.28,  uw61886022,393.9220643,,FALSE,FALSE
2.17, uw61893556,184.0190109,,FALSE,FALSE
2.03,  uw61893551,184.6442039,,FALSE,FALSE
2.01,  uw61893221,175.3245505,,FALSE,FALSE
2,  uw61881707,98.54392802,,FALSE,FALSE
2.07, uw61881647,98.71553688,,FALSE,FALSE
2.1,   uw61881632,140.8680623,,FALSE,FALSE
2.2,   us6000iveq,456.873845,,FALSE,FALSE
2.03,  uw61888976,207.4429932,,FALSE,FALSE
2.09,  uw61888836,182.4183772,,FALSE,FALSE
2.25,  uw61887936,46.87123876,,TRUE,FALSE
2.27,   uw61877877,206.7513595,,FALSE,FALSE
2.08, uw61886456,328.7552325,,FALSE,FALSE
2.1,  us6000irh0,487.554362,,FALSE,FALSE
2.11,   uw61876372,130.0209973,,FALSE,FALSE
2.1,   uw61876232,140.4077106,,FALSE,FALSE
2.16,  uw61875882,61.1939779,,FALSE,FALSE
2.35, uw61875787,89.21744268,,FALSE,FALSE
2.16,  uw61881081,131.9587399,,FALSE,FALSE
2.01,  uw61881076,408.7221799,,FALSE,FALSE
2.21,   uw61878866,161.9197604,,FALSE,FALSE
2.33,   uw61869752,40.83314064,,FALSE,FALSE
2.05, uw61868737,30.26415134,,FALSE,FALSE
2.11,uw61867992,195.9835658,,FALSE,FALSE
2.01,   uw61876651,346.239143,,FALSE,FALSE
2.01,  uw61866742,228.727861,,FALSE,FALSE
2.27,  uw61864987,206.0325988,,FALSE,FALSE
2.24,  uw61864672,281.4245125,,FALSE,FALSE
2.04,  uw61864632,115.8809735,,FALSE,FALSE
2.07, uw61864572,122.0821242,,norecord,FALSE
2.33,  uw61864522,124.5353918,,norecord,FALSE
2, us6000i8vc,469.4449278,,FALSE,FALSE
2.12,   uw61860752,400.4126374,,FALSE,FALSE
2.32, uw61868286,100.1794578,,FALSE,FALSE
2.16,  uw61855862,279.7137295,,FALSE,FALSE
2.12, uw61855762,317.7446904,,FALSE,FALSE
2.32,  uw61852972,133.0839633,,FALSE,FALSE
2.01, uw61851512,131.9979002,,FALSE,FALSE
2.04, uw61850577,226.7844869,,FALSE,FALSE
2.19,uw61847802,175.9715959,,FALSE,FALSE
2.37,  uw61846877,257.023889,,FALSE,FALSE
2.05,  uw61845037,124.2830369,,FALSE,FALSE
2.2,   us7000hizj,259.3204888,,FALSE,FALSE
2.35,  uw61844987,60.81334984,,norecord,FALSE
2.01,  uw61840202,71.45071534,,norecord,FALSE
2.12,  uw61837622,168.4672206,,FALSE,FALSE
2.18,  uw61834292,272.1835239,,FALSE,FALSE
2.16,   uw61841171,79.55452809,,FALSE,FALSE
2.06,   uw61832082,98.66797272,,FALSE,FALSE
2.29,  uw61832042,99.06060001,,FALSE,FALSE
2.3,   us7000h7ee,227.9875696,,FALSE,FALSE
2.06,   uw61836306,88.92978713,,norecord,FALSE
2.35,   uw61834816,38.18143782,,norecord,FALSE
2,  uw61834471,28.32712578,,norecord,FALSE
2.03,  mb80544114,496.5529269,,FALSE,FALSE
2.39, uw61833266,217.9945861,,FALSE,FALSE
2.25,  uw61823992,130.4716223,,FALSE,FALSE
2.19,uw61827596,219.7411373,,FALSE,FALSE
2,  uw61827076,169.406757,,FALSE,FALSE
2.5,    us7000j2i4,663.7475751,,FALSE,FALSE
2.53,    uw61901446,599.3226216,,FALSE,FALSE
2.5,   us7000j1bq,660.0203688,,FALSE,FALSE
2.48,uw61900991,638.2443298,,FALSE,FALSE
2.41,   uw61900911,142.0272091,,FALSE,FALSE
2.5,   us7000j3c4,652.1905457,,FALSE,FALSE
2.6,   us6000jbq0,647.4423874,,FALSE,FALSE
2.6,    us6000jbhj,697.7053574,,FALSE,FALSE
2.68,   uw61898306,33.92639463,,TRUE,FALSE
2.41,   uw61898191,20.5917495,,TRUE,FALSE
2.4,   us6000j8fk,264.7028678,,FALSE,FALSE
2.5,    us6000j8bh,667.3716241,,FALSE,FALSE
2.6,   nn00852947,668.8947963,,FALSE,FALSE
2.4,    us6000j70g,219.7984386,,norecord,FALSE
2.6,  us6000j6uk,664.2114803,,FALSE,FALSE
2.6,    us6000j6hs,653.6937123,,FALSE,FALSE
2.4,   uw61896266,229.6747271,,norecord,FALSE
2.6,    us7000isak,532.5495475,,FALSE,FALSE
2.6,   us7000ir87,601.2304112,,FALSE,FALSE
2.6, us7000ipke,664.8075896,,FALSE,FALSE
2.6,   us7000j3dw,664.6834247,,FALSE,FALSE
2.4,  us7000in5h,239.9434646,,FALSE,FALSE
2.5,  us7000ilg8,671.563466,,FALSE,FALSE
2.6, us6000iu7d,690.5837562,,FALSE,FALSE
2.59, nc73791271,671.242756,,FALSE,FALSE
2.4,us6000is6l,214.5246569,,TRUE,FALSE
2.6,  us6000ir4k,659.7234481,,FALSE,FALSE
2.6,  us6000ir2b,692.5180047,,FALSE,FALSE
2.4,  us6000iq2y,695.0883633,,FALSE,FALSE
2.5,  us6000ipvn,677.4207015,,FALSE,FALSE
2.5,us7000ikdx,664.0576302,,FALSE,FALSE
2.5,   us7000ikdw,665.4950733,,FALSE,FALSE
2.45,   uw61874392,272.6796121,,FALSE,FALSE
2.4,   us7000iaeb,671.4297276,,FALSE,FALSE
2.5,   us7000ia61,663.5323313,,FALSE,FALSE
2.5,  us7000ia2w,699.4518025,,FALSE,FALSE
2.4, us7000i92q,649.981986,,FALSE,FALSE
2.5,us7000i7iy,660.8509018,,FALSE,FALSE
2.4, us6000iij0,683.6932772,,FALSE,FALSE
2.4,  us7000i559,678.8956103,,FALSE,FALSE
2.5,  us7000i54m,681.5232951,,FALSE,FALSE
2.4,us7000i52c,686.9717561,,FALSE,FALSE
2.4, us6000ip7y,651.5349209,,FALSE,FALSE
2.5, us7000i2w5,670.1888335,,FALSE,FALSE
2.5,us6000icjn,686.8290047,,FALSE,FALSE
2.5,  us6000ic8r,663.0736364,,FALSE,FALSE
2.4, us6000ib5k,681.9546824,,FALSE,FALSE
2.6,  us6000iaub,671.4121232,,FALSE,FALSE
2.56,  uw61862587,74.86984172,,TRUE,FALSE
2.6,  us6000i9jl,671.460497,,FALSE,FALSE
2.6,  us6000i7tr,660.0308476,,FALSE,FALSE
2.5,  us6000i627,664.5987397,,FALSE,FALSE
2.41, mb80552134,688.9935456,,FALSE,FALSE
2.57,  uw61855012,98.26140085,,TRUE,FALSE
2.4,  us7000hrws,603.3558732,,FALSE,FALSE
2.5, us6000i2r5,688.3653213,,FALSE,FALSE
2.5,  us6000i2dt,615.4195685,,FALSE,FALSE
2.6,  us6000i1lh,689.6238625,,FALSE,FALSE
2.4,  us6000i12e,198.4333829,,norecord,FALSE
2.4,  us6000hzm6,599.9225795,,FALSE,FALSE
2.4,us6000hzjr,600.5422361,,FALSE,FALSE
2.6,   us6000hzja,601.8852618,,FALSE,FALSE
2.5,  us6000hzj4,601.4368808,,FALSE,FALSE
2.46, uw61847792,37.39473368,,norecord,FALSE
2.4,us7000hkmm,647.2482874,,FALSE,FALSE
2.4,  uw61846087,22.61587088,,FALSE,FALSE
2.64, uw61854526,51.02298239,,norecord,FALSE
2.4, us7000hj4r,648.9590538,,FALSE,FALSE
2.4, us7000hhft,695.510399,,FALSE,FALSE
2.41,uw61850311,220.5003218,,norecord,FALSE
2.42,mb80548259,658.3347255,,FALSE,FALSE
2.65,  uw61840137,226.0685372,,norecord,FALSE
2.5, us7000he0f,668.0499129,,FALSE,FALSE
2.5, us7000hdvq,655.8072739,,FALSE,FALSE
2.6,us6000hn6i,659.5974827,,FALSE,FALSE
2.4, mb80545974,670.0190129,,FALSE,FALSE
2.42, mb80545534,660.2322285,,FALSE,FALSE
2.4, us7000h81t,665.7739682,,FALSE,FALSE
2.44,  mb80545094,655.2099237,,FALSE,FALSE
2.5, us7000h61x,648.4639848,,FALSE,FALSE
2.62, nc73726266,686.2251275,,FALSE,FALSE
2.51, uw61835256,107.9178926,,norecord,FALSE
2.4, us6000hgfa,667.4417473,,norecord,FALSE
2.6,  us6000hgez,601.4141144,,norecord,FALSE
2.6,   us6000hg6u,665.1914589,,norecord,FALSE
2.5,  us7000h09u,651.6323726,,FALSE,FALSE
2.69,  uw61819402,152.0930269,,TRUE,FALSE
2.4,  us6000h6x9,687.9084572,,FALSE,FALSE
2.4,  us6000h5x8,662.7574444,,norecord,FALSE
2.61,  uw61814392,346.2281806,,norecord,FALSE
2.88,uw61891152,113.5903229,TRUE,TRUE,FALSE
2.7,us6000ja7y,599.93577,TRUE,FALSE,FALSE
2.9,us6000ja7t,601.710486,TRUE,FALSE,FALSE
2.75,uw61898611,124.646945,TRUE,TRUE,FALSE
2.91,uw61898541,121.801425,TRUE,TRUE,FALSE
2.95,uw61876107,178.5321,TRUE,TRUE,FALSE
2.9,us6000infa,596.5551,TRUE,FALSE,FALSE
2.9,us6000i8av,599.6089165,FALSE,FALSE,FALSE
2.7,us6000i80c,526.5222342,FALSE,FALSE,FALSE
2.84,uw61856377,248.1119,FALSE,FALSE,FALSE
2.95,uw61846212,78.62399,TRUE,norecord,FALSE
2.92,uw61844657,161.00184,TRUE,norecord,FALSE
2.81,uw61850651,79.24398,TRUE,norecord,FALSE
2.7,uw61835187,277.0798,TRUE,FALSE,FALSE
2.7,us7000hcbz,603.19457,FALSE,FALSE,FALSE
2.8,us6000hmwy,602.20606,TRUE,TRUE,FALSE
2.77,uw61828387,282.6653,FALSE,norecord,FALSE
2.89,uw61819867,92.9805166,FALSE,TRUE,FALSE
2.8,us7000gz4k,602.21445,TRUE,FALSE,FALSE
3.9,us7000j3g5,496.37283166655294,TRUE,FALSE,FALSE
3.8,us7000j3f8,495.27594040064685,TRUE,FALSE,FALSE
4.9,us7000ishe,332.6787252902081,FALSE,TRUE,FALSE
4.4,us7000iqsk,583.3353794372889,TRUE,TRUE,TRUE
3.4,us7000imha,602.592266158783,TRUE,norecord,FALSE
3.5,us7000im59,597.0096293332506,TRUE,FALSE,FALSE
3.2,us7000ikhh,596.0913688261065,TRUE,TRUE,FALSE
3.3,us6000itsl,597.8178306230259,TRUE,TRUE,FALSE
4.39,uw61886506,346.5030454717795,TRUE,TRUE,FALSE
3.3,us6000ipd3,496.7911229932186,TRUE,FALSE,FALSE
3.49,uw61882431,185.3769723446732,TRUE,TRUE,FALSE
3.9,us7000ia3v,604.1145283182999,TRUE,FALSE,FALSE
4.4,us7000i88d,579.4845534821417,TRUE,FALSE,FALSE
3.71,uw61869652,39.35106266823719,TRUE,TRUE,FALSE
3.3,us7000i36x,573.8936783624619,TRUE,FALSE?,FALSE
3.05,uw61862977,218.25305681456007,TRUE,FALSE,FALSE
4,us6000iac9,450.93925673503094,TRUE,FALSE,FALSE
3.1,us6000iabx,592.3069471456715,TRUE,FALSE,FALSE
4.6,us6000i90r,492.77258906856275,FALSE,TRUE,FALSE
3.06,uw61860022,50.64851655962677,TRUE,TRUE,FALSE
3.1,us6000hziu,600.1343484929553,TRUE,norecord,FALSE
3.16,uw61836427,169.29939079021034,TRUE,norecord,FALSE
3,us6000hn38,487.5323277722057,TRUE,FALSE,FALSE
3.4,uw61832097,79.54169944864928,TRUE,TRUE,FALSE
4.1,us7000h76t,504.91095364234235,TRUE,norecord,FALSE
3.56,uw61835766,85.66178412639579,TRUE,norecord,FALSE
3.9,us7000h3bv,592.4911947741417,TRUE,FALSE,FALSE
4.2,us7000h21e,577.249354,TRUE,FALSE,FALSE
5.2,tx2022yplg,2418.909404,,FALSE,FALSE
5.3,us6000j5n4,1024.500265,,TRUE,FALSE
6.2,us7000irjd,1938.76693,,FALSE,FALSE
5.4,tx2022wmmd,2360.922511,,TRUE,TRUE
6.1,us7000imgl,2331.073665,,norecord,FALSE
6,us7000ilwt,2023.744702,,TRUE,FALSE
5.06,nc73799091,1149.95326,,FALSE,FALSE
5,ak022ci7x3po,1856.220917,,FALSE,FALSE
5.4,us6000inv3,2485.446458,,FALSE,FALSE
5.2,us6000i8nr,2404.245676,,FALSE,FALSE
5.1,us7000hiar,2082.519864,,norecord,FALSE
5.1,us7000hial,2077.449728,,norecord,FALSE
5.2,us7000hiaj,2084.99346,,norecord,FALSE
4.60,us7000j16q,2731.795098436813,,FALSE,FALSE
4.50,us6000jbgr,2929.5384895648644,,FALSE,FALSE
4.90,us6000jatf,2770.0003632331436,,FALSE,FALSE
5.20,tx2022yplg,2418.909403637782,,INCONCLUSIVE,FALSE
4.70,ak022fwcrh7q,2256.077126274793,,FALSE,FALSE
5.30,us6000j5n4,1024.5002651839634,,TRUE,FALSE
4.80,us6000j5mm,1023.8283930937897,,TRUE,TRUE
4.70,tx2022xaxs,2361.5928606653647,,FALSE,FALSE
4.50,tx2022xaxp,2361.7780179939145,,FALSE,FALSE
4.50,us7000irm7,1916.9029563002373,,FALSE,FALSE
4.60,ak022ew2o34l,2469.519318380123,,FALSE,FALSE
4.90,ak022esj2eua,2330.8416123106877,,FALSE,FALSE
5.40,tx2022wmmd,2360.922511214417,,INCONCLUSIVE,FALSE
4.50,us7000iq5k,1062.0946779477376,,TRUE,TRUE
4.90,us7000ikg1,2730.5179597639244,,FALSE,FALSE
5.06,nc73799091,1149.9532603985165,,FALSE,FALSE
4.60,ak022d3h4vns,2361.9485728279483,,FALSE,FALSE
4.60,us6000isdt,2696.8113391607217,,FALSE,FALSE
4.60,ak022cyflofc,2499.2332951072785,,FALSE,FALSE
4.80,ak022ctr3qn3,2238.783248432741,,FALSE,FALSE
4.80,ak022cs4ljsx,2432.8121012995975,,FALSE,FALSE
4.60,ak022crtctc4,2403.760740375668,,FALSE,FALSE
5.00,ak022ci7x3po,1856.220916576755,,FALSE,FALSE
5.40,us6000inv3,2485.44645826814,,FALSE,FALSE
4.80,ak022c9tj4z7,2131.3520115051633,,FALSE,FALSE
5.10,ak022c33bs2x,2500.5981748358113,,FALSE,FALSE
4.50,ak022c1bhn1i,2493.4949966033887,,FALSE,FALSE
4.50,ak022bl566ot,2273.8198693409813,,norecord,FALSE
4.50,ak022b4iwtja,2431.8739816552634,,FALSE,FALSE
4.50,ak022b4ivns4,2429.7841789322956,,FALSE,FALSE
4.80,ak022air9dp1,2456.7772701496665,,norecord,FALSE
4.50,tx2022pqec,2333.151283101365,,FALSE,FALSE
5.20,us6000i8nr,2404.2456763964983,,FALSE,FALSE
4.70,us6000i8kr,2810.2657548356283,,FALSE,FALSE
4.90,tx2022oeha,2333.677631391205,,FALSE,FALSE
4.58,ci40063391,1382.9568774556608,,FALSE,FALSE
4.50,us6000i21g,2879.108131976332,,norecord,FALSE
4.60,us6000i1t1,2528.4874325668325,,norecord,FALSE
4.80,ak0228vb1a7q,2348.906900598341,,norecord,FALSE
5.10,us7000hiar,2082.5198644589454,,norecord,FALSE
5.10,us7000hial,2077.4497276474717,,norecord,FALSE
5.20,us7000hiaj,2084.993460351982,,norecord,FALSE
4.50,us7000hga4,2681.9999971415054,,norecord,FALSE
4.70,us7000hetv,2726.3689929870634,,FALSE,FALSE
4.90,ak02271dz3na,2525.343910759694,,FALSE,FALSE
4.60,tx2022krce,2323.377283291434,,FALSE,FALSE
4.50,ak0225xn3cm6,2555.3025159463973,,FALSE,FALSE
5.40,ak0225f7eevn,2505.735922780635,,norecord,FALSE
5.40,ak0225agijwj,2457.527302138143,,norecord,FALSE
5.20,us6000hfh7,2820.358357537965,,FALSE,FALSE
4.54,ci40236864,1805.1057179192735,,FALSE,FALSE
4.50,us7000h1qn,2700.4727803118335,,FALSE,FALSE
4.60,ak0224lr0ipu,2507.8486463371723,,FALSE,FALSE
4.60,tx2022fvwu,2334.7094046828624,,FALSE,FALSE
4.80,ak0223rx1x1y,2422.703883,,FALSE,FALSE
5.6,us6000j9es,4965.5798274532335,,FALSE,FALSE
6.3,us6000j985,4174.163508614526,,TRUE,TRUE
6.0,us6000j8lp,3921.869559726767,,TRUE,FALSE
5.9,us7000isuh,7075.636368131813,,FALSE,FALSE
6.2,us7000irjd,1938.7669303182943,,FALSE,FALSE
6.1,us7000ipkm,8015.651749644429,,INCONCLUSIVE,TRUE
5.8,us7000ip7p,4715.071866328949,,INCONCLUSIVE,FALSE
6.1,us7000imgl,2331.073665195166,,norecord,FALSE
5.7,us7000imeu,4883.712049046939,,norecord,FALSE
6.0,us7000ilwt,2023.7447022768733,,TRUE,FALSE
5.6,us7000ilgs,7123.06854631738,,FALSE,FALSE
6.7,us6000iv6c,5817.635984739482,,FALSE,FALSE
6.3,us6000iu4b,5833.003597364734,,INCONCLUSIVE,FALSE
5.8,us6000ir0b,7101.230697904327,,FALSE,FALSE
5.7,us6000iq9e,2932.4473543540294,,FALSE,FALSE
6.0,us6000ipva,5781.446832120389,,FALSE,FALSE
5.8,us6000ipdh,5803.871751178098,,FALSE,FALSE
5.8,us7000ib26,5780.473922163561,,FALSE,FALSE
6.8,us7000ia36,3704.798962066889,,INCONCLUSIVE,FALSE
6.0,us7000i9l5,4799.092845880651,,FALSE,FALSE
5.8,us7000i9hm,3667.6775753014304,,FALSE,FALSE
7.6,us7000i9bw,3685.381567701018,,TRUE,FALSE
5.6,us6000ibi3,7776.409246334898,,norecord,FALSE
5.9,us6000i8vz,6584.237745385987,,INCONCLUSIVE,FALSE
5.7,us6000i7xr,7765.771533431631,,FALSE,FALSE
5.6,us6000i6pa,5322.313047818272,,FALSE,FALSE
5.7,us7000htbb,6740.3645642538595,,FALSE,FALSE
5.9,us6000i3hy,5588.564836,,FALSE,FALSE
5.6,us6000i3bs,7805.0766050526145,,FALSE,FALSE
5.7,us6000i2j3,6878.841187016246,,FALSE,FALSE
5.6,us6000i1xv,7809.338591474674,,norecord,FALSE
5.6,us6000i1wq,7788.3680169219415,,norecord,FALSE
6.8,us6000i1wg,7820.799756720224,,norecord,FALSE
5.9,us6000hzas,6803.032938007475,,norecord,FALSE
5.8,us7000hjsm,7742.685948313044,,norecord,FALSE
6.3,us7000hf1u,4180.561002494668,,INCONCLUSIVE,FALSE
6.0,us6000hn4d,7792.623964654941,,FALSE,FALSE
5.8,us6000hmv1,5094.883290840482,,FALSE,FALSE
5.7,us6000hlxv,4183.98446433875,,FALSE,FALSE
5.6,us6000hlxg,7781.677150717669,,INCONCLUSIVE,FALSE
5.6,us7000h5t8,6019.151400782566,,norecord,FALSE
5.6,us6000hfyj,6128.533346628334,,norecord,FALSE
6.6,us6000hf75,5183.086144805515,,INCONCLUSIVE,FALSE
5.7,us7000h0x9,4181.059974373789,,FALSE,FALSE
5.80,us7000gxlu,6612.515382,,FALSE,FALSE
4.35,nc73822026,806.0884386293848,,FALSE,FALSE
4.4,us6000j8dw,1933.100742448872,,FALSE,FALSE
4.4,ak022fo7wvld,2426.8429740852034,,FALSE,FALSE
4.3,us6000j5p3,1016.0937530393094,,norecord,FALSE
4.3,us6000j5ne,1017.4919826398495,,norecord,FALSE
4.3,us6000j5my,1018.4158966171316,,norecord,FALSE
4.3,us7000iskd,1940.0964786618276,,norecord,FALSE
4.3,us7000is09,1922.6095910464185,,norecord,FALSE
4.3,ak022f0tjq2y,2325.190733947604,,INCONCLUSIVE,FALSE
4.3,ak022eh3regx,2432.3455723490342,,FALSE,FALSE
4.3,us7000imyu,2335.3948548828603,,FALSE,FALSE
4.4,ak022dlqyea8,2535.530906064382,,FALSE,FALSE
4.4,ak022djyj1sr,2399.0052272109097,,FALSE,FALSE
4.32,nc73796766,817.2781161314116,,FALSE,FALSE
4.3,ak022dbpjlyw,2405.753838503313,,FALSE,FALSE
4.3,ak022d3hm4tb,2534.4373068518416,,INCONCLUSIVE,FALSE
4.4,ak022d0am9ta,2378.725565458992,,INCONCLUSIVE,FALSE
4.3,ak022cyq6c4q,2540.251506467578,,FALSE,FALSE
4.4,us6000ir0a,2027.1377224154674,,FALSE,FALSE
4.3,ak022cn6hybw,2467.884144145861,,FALSE,FALSE
4.3,us6000ipeh,2683.952177098047,,FALSE,FALSE
4.3,us6000invq,2478.408489134975,,FALSE,FALSE
4.4,us7000i9d9,1417.8331080213761,,FALSE,FALSE
